claim,evidence,label
"According to the WHO, exposure to particulate matter increases the risk of acute lower respiratory infection, chronic obstructive pulmonary disease, heart disease, stroke and lung cancer.","Air pollution is a significant risk factor for a number of pollution-related diseases, including respiratory infections, heart disease, COPD, stroke and lung cancer.",0
Cooks ’97% consensus’ disproven by a new peer,"This effect results in the increased absorption of radiation that accelerates melting.""",1
"The IPCC lead authors are experts in their field, instructed to fairly represent the full range of the up-to-date, peer-reviewed literature.","The Greenland, and possibly the Antarctic, ice sheets have been losing mass recently, because losses by ablation including outlet glaciers exceed accumulation of snowfall.",1
"Miami Congressman Carlos ""Curbelo supports drilling offshore"" and ""repeatedly voted against President Obama's ability to fight pollution and combat climate change.""","As most of renewable energy technologies provide electricity, renewable energy deployment is often applied in conjunction with further electrification, which has several benefits: electricity can be converted to heat (where necessary generating higher temperatures than fossil fuels), can be converted into mechanical energy with high efficiency, and is clean at the point of consumption.",1
Poorly understood aspects of climate change do not change the fact that a great deal of climate science is well understood.,"The statement stresses that the scientific understanding of climate change is now sufficiently clear to justify nations taking prompt action, and explicitly endorsed the IPCC consensus.",0
For decades horticulturalists have pumped carbon dioxide into glasshouses to increase yields.,"Elevated CO 2 levels cause increased growth reflected in the harvestable yield of crops, with wheat, rice and soybean all showing increases in yield of 12–14% under elevated CO 2 in FACE experiments.",0
Ice Sheet losses are overestimated.,"The SPM statement in the IPCC TAR of 2001 had been that it was ""likely that, in the Northern Hemisphere, the 1990s was the warmest decade and 1998 the warmest year"" in the past 1,000 years.",1
"Europe and Asia  emit most of the soot from burning coal, wood, dung, and diesel in open  fires or without particulate filters in stoves, chimneys, smokestacks,  and exhaust pipes.","Most of these fine particles are a by-product of... burning... coal, gasoline, diesel, wood, trash...",0
"But it is part of a long list of studies from independent teams (as this interactive graphic shows), using a variety of methods that take account of critical challenges, all of which conclude that climate models exhibit too much sensitivity to greenhouse gases.","A 2007 study by David Douglass and coworkers, concluded that the 22 most commonly used global climate models used by the IPCC were unable to accurately predict accelerated warming in the troposphere although they did match actual surface warming, concluding ""projections of future climate based on these models should be viewed with much caution"".",0
"Barack Obama and Joe Biden will establish a 10 percent federal Renewable Portfolio Standard (RPS) to require that 10 percent of electricity consumed in the U.S. is derived from clean, sustainable energy sources, like solar, wind and geothermal by 2012.","By 2012, 10% of U.S. electricity shall come from renewable sources and 25% by 2025.",0
